timestamp,posicao_x_m,altitude_z_m,pitch_rad,dist_us_cm,vibracao_g,desnivel_detected
2025-09-15T08:03:50,69.0,0.1,-0.003352,7.42,2.277,False
2025-09-15T08:03:55,70.5,0.0968,-0.002118,11.48,2.3148,False
2025-09-15T08:04:00,72.0,0.058,-0.025876,5.53,3.0871,False
2025-09-15T08:04:05,73.5,0.0411,-0.011275,4.75,3.224,False
2025-09-15T08:04:10,75.0,0.091,0.033271,11.04,2.6514,False
2025-09-15T08:04:15,76.5,0.1089,0.011968,10.52,2.2117,False
2025-09-15T08:04:20,78.0,0.1247,0.010486,11.96,1.9639,False
2025-09-15T08:04:25,79.5,0.0524,-0.048189,5.54,3.3498,True
2025-09-15T08:04:30,81.0,-0.1465,-0.132563,14.81,3.2574,True
2025-09-15T08:04:35,82.5,-0.1186,0.018552,11.35,1.9279,False
2025-09-15T08:04:40,84.0,-0.1098,0.005898,12.72,1.694,False
2025-09-15T08:04:45,85.5,-0.1628,-0.035366,18.02,2.7255,False
2025-09-15T08:04:50,87.0,-0.1191,0.029185,11.14,2.0193,False
2025-09-15T08:04:55,88.5,-0.0021,0.077966,0.37,0.6553,True
2025-09-15T08:05:00,90.0,-0.0334,-0.020829,4.15,0.6669,False
2025-09-15T08:05:05,91.5,-0.1436,-0.073486,14.48,2.7416,True
2025-09-15T08:05:10,93.0,-0.0849,0.039134,7.15,1.5863,False
2025-09-15T08:05:15,94.5,-0.1217,-0.024533,12.27,2.0215,False
2025-09-15T08:05:20,96.0,-0.0137,0.071991,1.76,0.7813,True
2025-09-15T08:05:25,97.5,-0.0357,-0.01467,2.77,0.6528,False
2025-09-15T08:05:30,99.0,-0.0489,-0.008796,4.33,0.8038,False
2025-09-15T08:05:35,100.5,-0.0366,0.008188,3.46,0.6147,False
2025-09-15T08:05:40,102.0,0.0179,0.03633,0.89,0.5589,False
2025-09-15T08:05:45,103.5,0.0234,0.003703,1.58,0.3812,False
2025-09-15T08:05:50,105.0,0.0462,0.015156,5.12,0.8139,False
2025-09-15T08:05:55,106.5,0.0667,0.013682,7.14,1.1099,False
2025-09-15T08:06:00,108.0,0.0062,-0.040343,0.24,0.4155,False
2025-09-15T08:06:05,109.5,0.0954,0.059466,10.18,1.9065,True
2025-09-15T08:06:10,111.0,0.0317,-0.042459,3.33,0.8151,False
2025-09-15T08:06:15,112.5,0.1543,0.081753,15.25,2.9689,True
2025-09-15T08:06:20,114.0,0.1118,-0.028357,11.63,1.9037,False
2025-09-15T08:06:25,115.5,0.1339,0.014773,14.07,2.1274,False
2025-09-15T08:06:30,117.0,0.1343,0.000264,13.59,2.0172,False
2025-09-15T08:06:35,118.5,0.1064,-0.018651,10.47,1.7447,False
2025-09-15T08:06:40,120.0,0.1928,0.057612,19.07,3.3526,True
2025-09-15T08:06:45,121.5,0.1396,-0.035426,13.47,2.3781,False
2025-09-15T08:06:50,123.0,0.1803,0.027106,17.18,2.9214,False
2025-09-15T08:06:55,124.5,0.1863,0.004028,17.7,2.8274,False
2025-09-15T08:07:00,126.0,0.1074,-0.052636,10.95,2.032,True
2025-09-15T08:07:05,127.5,0.1534,0.030645,15.63,2.5456,False
2025-09-15T08:07:10,129.0,0.1878,0.022952,18.37,3.0005,False
2025-09-15T08:07:15,130.5,0.1589,-0.019291,14.98,2.5371,False
2025-09-15T08:07:20,132.0,0.1861,0.018159,19.24,2.9366,False
2025-09-15T08:07:25,133.5,0.1506,-0.023679,15.25,2.448,False
2025-09-15T08:07:30,135.0,0.0899,-0.040429,8.67,1.6724,False
2025-09-15T08:07:35,136.5,0.1326,0.02844,13.24,2.2163,False
2025-09-15T08:07:40,138.0,0.1076,-0.016637,9.4,1.7476,False
2025-09-15T08:07:45,139.5,0.0992,-0.005635,9.23,1.5328,False
2025-09-15T08:07:50,141.0,0.387,0.191907,38.55,2.0909,True
2025-09-15T08:07:55,142.5,0.3438,-0.028801,35.08,0.3228,False
2025-09-15T08:08:00,144.0,0.4393,0.063641,43.88,1.8486,True
2025-09-15T08:08:05,145.5,0.3521,-0.058135,34.26,0.4965,True
2025-09-15T08:08:10,147.0,0.3721,0.01331,34.78,0.4374,False
2025-09-15T08:08:15,148.5,0.3713,-0.000485,37.8,0.3239,False
2025-09-15T08:08:20,150.0,0.3375,-0.022541,33.26,0.3675,False
2025-09-15T08:08:25,151.5,0.3432,0.003759,34.67,0.1326,False
2025-09-15T08:08:30,153.0,0.3657,0.014998,36.58,0.3549,False
2025-09-15T08:08:35,154.5,0.2806,-0.056732,27.59,1.4954,True
2025-09-15T08:08:40,156.0,0.3021,0.014332,31.76,0.8338,False
2025-09-15T08:08:45,157.5,0.2691,-0.021979,25.86,1.3895,False
2025-09-15T08:08:50,159.0,0.2348,-0.022846,21.39,1.9104,False
2025-09-15T08:08:55,160.5,0.2713,0.024289,25.76,1.3755,False
2025-09-15T08:09:00,162.0,0.198,-0.048852,17.82,2.6712,True
2025-09-15T08:09:05,163.5,0.1928,-0.003476,19.84,2.3863,False
2025-09-15T08:09:10,165.0,0.1762,-0.011047,15.87,2.6955,False
2025-09-15T08:09:15,166.5,0.228,0.034551,22.46,2.1061,False
2025-09-15T08:09:20,168.0,0.2316,0.002363,23.9,1.7954,False
2025-09-15T08:09:25,169.5,0.2085,-0.015357,19.56,2.2449,False
2025-09-15T08:09:30,171.0,0.1998,-0.005845,20.48,2.3004,False
2025-09-15T08:09:35,172.5,0.1785,-0.014156,16.42,2.6853,False
2025-09-15T08:09:40,174.0,0.2444,0.043916,24.02,1.9353,False
2025-09-15T08:09:45,175.5,0.1837,-0.040464,18.39,2.8181,False
2025-09-15T08:09:50,177.0,0.2424,0.039131,24.5,1.927,False
2025-09-15T08:09:55,178.5,0.1903,-0.034745,19.71,2.6737,False
