timestamp,posicao_x_m,altitude_z_m,pitch_rad,dist_us_cm,vibracao_g,desnivel_detected
2025-09-15T08:03:55,117.5,0.2017,0.009957,20.55,2.3554,False
2025-09-15T08:04:00,120.0,0.2172,0.006191,21.69,2.5575,False
2025-09-15T08:04:05,122.5,0.2372,0.008007,23.36,2.8723,False
2025-09-15T08:04:10,125.0,0.2319,-0.002142,23.3,2.7451,False
2025-09-15T08:04:15,127.5,0.1878,-0.017613,17.65,2.2083,False
2025-09-15T08:04:20,130.0,0.1896,0.000724,20.39,2.1004,False
2025-09-15T08:04:25,132.5,0.2,0.004136,20.69,2.2828,False
2025-09-15T08:04:30,135.0,0.1238,-0.030457,13.09,1.3512,True
2025-09-15T08:04:35,137.5,0.1672,0.017339,16.17,1.8965,False
2025-09-15T08:04:40,140.0,0.1256,-0.016625,12.56,1.2673,False
2025-09-15T08:04:45,142.5,0.1526,0.01079,14.2,1.6253,False
2025-09-15T08:04:50,145.0,0.0878,-0.02592,10.14,0.7743,False
2025-09-15T08:04:55,147.5,0.0645,-0.009302,6.09,0.2925,False
2025-09-15T08:05:00,150.0,0.052,-0.005035,3.95,0.0696,False
2025-09-15T08:05:05,152.5,0.0309,-0.008409,1.88,0.3533,False
2025-09-15T08:05:10,155.0,0.0214,-0.003833,2.14,0.4604,False
2025-09-15T08:05:15,157.5,0.0276,0.002487,3.04,0.3563,False
2025-09-15T08:05:20,160.0,-0.0109,-0.01537,0,1.0358,False
2025-09-15T08:05:25,162.5,-0.0585,-0.019062,6.17,1.7801,False
2025-09-15T08:05:30,165.0,-0.0364,0.008828,1.96,1.3672,False
2025-09-15T08:05:35,167.5,-0.0638,-0.01096,6.98,1.7953,False
2025-09-15T08:05:40,170.0,-0.062,0.00074,6.91,1.6857,False
2025-09-15T08:05:45,172.5,-0.0971,-0.01405,9.19,2.3191,False
2025-09-15T08:05:50,175.0,-0.125,-0.011141,12.69,2.7136,False
2025-09-15T08:05:55,177.5,-0.102,0.009191,12.22,2.3533,False
2025-09-15T08:06:00,180.0,-0.1449,-0.017157,14.81,2.4604,False
2025-09-15T08:06:05,182.5,-0.155,-0.004061,15.11,2.508,False
2025-09-15T08:06:10,185.0,-0.1061,0.019561,11.44,1.8984,False
2025-09-15T08:06:15,187.5,-0.0671,0.01561,6.67,1.2814,False
2025-09-15T08:06:20,190.0,-0.1005,-0.013363,10.51,1.7646,False
2025-09-15T08:06:25,192.5,-0.0478,0.021102,5.27,1.0352,False
2025-09-15T08:06:30,195.0,-0.0504,-0.00104,6.17,0.9137,False
2025-09-15T08:06:35,197.5,-0.0117,0.01546,1.87,0.4493,False
2025-09-15T08:06:40,200.0,0.0355,0.018875,4.16,0.5332,False
2025-09-15T08:06:45,202.5,0.0392,0.001486,6.07,0.4498,False
2025-09-15T08:06:50,205.0,0.0612,0.008812,5.83,0.8389,False
2025-09-15T08:06:55,207.5,0.0803,0.007645,9.52,1.1162,False
2025-09-15T08:07:00,210.0,0.1005,0.008082,10.57,1.4228,False
2025-09-15T08:07:05,212.5,0.14,0.015775,13.49,2.0759,False
2025-09-15T08:07:10,215.0,0.0968,-0.017264,9.98,1.4404,False
2025-09-15T08:07:15,217.5,0.1482,0.02057,14.22,2.2382,False
2025-09-15T08:07:20,220.0,0.1701,0.008734,17.62,2.4711,False
2025-09-15T08:07:25,222.5,0.1383,-0.012731,14.34,2.0256,False
2025-09-15T08:07:30,225.0,0.1561,0.00713,14.12,2.2482,False
2025-09-15T08:07:35,227.5,0.1672,0.004454,16.68,2.3938,False
2025-09-15T08:07:40,230.0,0.1378,-0.011784,14.3,2.0106,False
2025-09-15T08:07:45,232.5,0.1534,0.006264,14.76,2.2013,False
2025-09-15T08:07:50,235.0,0.1394,-0.005621,14.95,1.9854,False
2025-09-15T08:07:55,237.5,0.1018,-0.015019,10.56,1.4973,False
2025-09-15T08:08:00,240.0,0.0982,-0.001436,12.09,1.3348,False
2025-09-15T08:08:05,242.5,0.0409,-0.022948,4.78,0.6464,False
2025-09-15T08:08:10,245.0,0.0502,0.00375,4.92,0.6334,False
2025-09-15T08:08:15,247.5,0.0715,0.008508,7.14,0.9905,False
2025-09-15T08:08:20,250.0,0.0548,-0.006671,5.04,0.7257,False
2025-09-15T08:08:25,252.5,-0.0065,-0.02451,0.15,0.4429,False
2025-09-15T08:08:30,255.0,-0.0502,-0.017485,5.08,1.0424,False
2025-09-15T08:08:35,257.5,-0.0638,-0.005433,6.58,1.1497,False
2025-09-15T08:08:40,260.0,-0.1203,-0.022607,14.03,2.1349,False
2025-09-15T08:08:45,262.5,-0.0994,0.008345,11.68,1.7078,False
2025-09-15T08:08:50,265.0,-0.1315,-0.012836,13.44,2.2251,False
2025-09-15T08:08:55,267.5,-0.0604,0.028457,5.17,1.2829,True
2025-09-15T08:09:00,270.0,-0.1026,-0.016885,9.71,2.7235,False
2025-09-15T08:09:05,272.5,-0.0687,0.013544,7.56,2.1889,False
2025-09-15T08:09:10,275.0,-0.0542,0.005804,5.16,1.9093,False
2025-09-15T08:09:15,277.5,-0.1102,-0.022402,10.58,2.8822,False
2025-09-15T08:09:20,280.0,-0.0479,0.024938,5.25,1.9673,False
2025-09-15T08:09:25,282.5,-0.1028,-0.021974,10.24,2.7676,False
2025-09-15T08:09:30,285.0,-0.0234,0.03176,4.47,1.6549,True
2025-09-15T08:09:35,287.5,-0.0248,-0.000577,2.79,1.4271,False
2025-09-15T08:09:40,290.0,-0.043,-0.007256,3.45,1.7526,False
2025-09-15T08:09:45,292.5,0.0028,0.018325,0.79,1.154,False
2025-09-15T08:09:50,295.0,0.0353,0.012965,3.05,0.6249,False
2025-09-15T08:09:55,297.5,0.0235,-0.004702,1.57,0.7352,False
